,FGA_l,FTA_l,MIN_TOT,OREB_l,TOV_l,lineup_ids,lineup_names,points_allowed,points_scored
17,44.0,15.2,28.0,0.0,13.2,203507 - 203898 - 203114 - 203953 - 203101,"Antetokounmpo,Giannis - Ennis,Tyler - Middleton,Khris - Parker,Jabari - Plumlee,Miles",58.8,70.0
18,10.0,6.0,7.0,0.0,0.0,203487 - 203996 - 203114 - 202328 - 202349,"Carter-Williams,Michael - Inglis,Damien - Middleton,Khris - Monroe,Greg - Vasquez,Greivis",13.0,16.0
19,22.0,1.0,14.0,2.0,6.0,203099 - 203898 - 203089 - 203996 - 203101,"Cunningham,Jared - Ennis,Tyler - Henson,John - Inglis,Damien - Plumlee,Miles",23.0,17.0
20,12.0,2.0,6.5,3.0,2.0,203507 - 203898 - 203089 - 201564 - 203953,"Antetokounmpo,Giannis - Ennis,Tyler - Henson,John - Mayo,O.J. - Parker,Jabari",8.0,12.0
21,12.0,2.0,6.5,2.0,0.0,203507 - 203898 - 203089 - 203953 - 203101,"Antetokounmpo,Giannis - Ennis,Tyler - Henson,John - Parker,Jabari - Plumlee,Miles",8.0,13.0
22,48.0,16.0,26.0,7.2,7.2,203507 - 203898 - 203953 - 203101 - 1626173,"Antetokounmpo,Giannis - Ennis,Tyler - Parker,Jabari - Plumlee,Miles - Vaughn,Rashad",50.8,54.0
23,18.0,2.0,6.4,5.0,1.0,201573 - 201564 - 202328 - 203953 - 202349,"Bayless,Jerryd - Mayo,O.J. - Monroe,Greg - Parker,Jabari - Vasquez,Greivis",11.0,15.0
24,12.0,4.0,6.3,2.0,1.0,203089 - 203114 - 203953 - 202349 - 1626173,"Henson,John - Middleton,Khris - Parker,Jabari - Vasquez,Greivis - Vaughn,Rashad",20.0,16.0
25,70.2,18.0,36.6,10.2,7.8,203507 - 203898 - 202328 - 203953 - 1626173,"Antetokounmpo,Giannis - Ennis,Tyler - Monroe,Greg - Parker,Jabari - Vaughn,Rashad",88.2,97.2
26,6.0,2.0,6.1,0.0,2.0,201573 - 203487 - 202328 - 203948 - 203953,"Bayless,Jerryd - Carter-Williams,Michael - Monroe,Greg - O'Bryant III,Johnny - Parker,Jabari",10.0,9.0
27,9.0,1.0,5.9,0.0,1.0,201573 - 203898 - 203948 - 203101 - 1626173,"Bayless,Jerryd - Ennis,Tyler - O'Bryant III,Johnny - Plumlee,Miles - Vaughn,Rashad",9.0,13.0
28,18.0,8.0,11.6,3.0,4.0,203507 - 201573 - 203089 - 203948 - 202349,"Antetokounmpo,Giannis - Bayless,Jerryd - Henson,John - O'Bryant III,Johnny - Vasquez,Greivis",29.0,29.0
29,27.9,6.0,17.1,8.1,8.1,203507 - 201573 - 203089 - 203114 - 203101,"Antetokounmpo,Giannis - Bayless,Jerryd - Henson,John - Middleton,Khris - Plumlee,Miles",32.1,38.1
30,19.0,2.0,11.2,3.0,4.0,203898 - 203089 - 203953 - 203101 - 202349,"Ennis,Tyler - Henson,John - Parker,Jabari - Plumlee,Miles - Vasquez,Greivis",29.0,22.0
31,63.7,18.2,38.5,11.2,11.2,203507 - 201573 - 202328 - 203948 - 1626173,"Antetokounmpo,Giannis - Bayless,Jerryd - Monroe,Greg - O'Bryant III,Johnny - Vaughn,Rashad",88.2,84.0
32,30.9,12.0,16.5,3.9,3.0,203487 - 201564 - 203114 - 203953 - 203101,"Carter-Williams,Michael - Mayo,O.J. - Middleton,Khris - Parker,Jabari - Plumlee,Miles",32.1,36.0
33,20.0,4.0,11.0,3.0,2.0,203898 - 203089 - 203114 - 203101 - 202349,"Ennis,Tyler - Henson,John - Middleton,Khris - Plumlee,Miles - Vasquez,Greivis",20.0,21.0
34,29.1,8.1,16.2,6.0,9.9,201573 - 203487 - 203142 - 203114 - 202328,"Bayless,Jerryd - Carter-Williams,Michael - Copeland,Chris - Middleton,Khris - Monroe,Greg",27.0,35.1
35,13.0,2.0,5.4,4.0,1.0,201573 - 203487 - 203089 - 203114 - 202328,"Bayless,Jerryd - Carter-Williams,Michael - Henson,John - Middleton,Khris - Monroe,Greg",11.0,12.0
36,102.0,39.6,63.6,9.6,21.6,203507 - 201573 - 203114 - 203953 - 203101,"Antetokounmpo,Giannis - Bayless,Jerryd - Middleton,Khris - Parker,Jabari - Plumlee,Miles",130.8,141.6
37,17.0,4.0,10.6,1.0,4.0,203507 - 203898 - 202328 - 203948 - 1626173,"Antetokounmpo,Giannis - Ennis,Tyler - Monroe,Greg - O'Bryant III,Johnny - Vaughn,Rashad",23.0,20.0
38,6.0,2.0,5.2,1.0,3.0,201573 - 203487 - 203142 - 202328 - 202349,"Bayless,Jerryd - Carter-Williams,Michael - Copeland,Chris - Monroe,Greg - Vasquez,Greivis",13.0,6.0
39,8.0,0.0,5.2,0.0,1.0,203142 - 203948 - 203101 - 202349 - 1626173,"Copeland,Chris - O'Bryant III,Johnny - Plumlee,Miles - Vasquez,Greivis - Vaughn,Rashad",16.0,11.0
40,28.0,11.2,20.4,2.0,8.0,203507 - 201573 - 203089 - 201564 - 202349,"Antetokounmpo,Giannis - Bayless,Jerryd - Henson,John - Mayo,O.J. - Vasquez,Greivis",49.2,35.2
41,21.0,6.0,10.2,7.0,4.0,203507 - 203487 - 201564 - 202328 - 1626173,"Antetokounmpo,Giannis - Carter-Williams,Michael - Mayo,O.J. - Monroe,Greg - Vaughn,Rashad",21.0,20.0
42,9.0,2.0,5.1,2.0,2.0,201573 - 203142 - 201564 - 203101 - 202349,"Bayless,Jerryd - Copeland,Chris - Mayo,O.J. - Plumlee,Miles - Vasquez,Greivis",14.0,8.0
43,7.0,0.0,5.1,0.0,2.0,203089 - 203996 - 203948 - 202349 - 1626173,"Henson,John - Inglis,Damien - O'Bryant III,Johnny - Vasquez,Greivis - Vaughn,Rashad",7.0,4.0
44,15.0,9.0,10.0,4.0,7.0,203507 - 203114 - 203953 - 203101 - 1626173,"Antetokounmpo,Giannis - Middleton,Khris - Parker,Jabari - Plumlee,Miles - Vaughn,Rashad",17.0,21.0
45,17.0,1.0,10.0,0.0,3.0,203089 - 203996 - 203101 - 202349 - 1626173,"Henson,John - Inglis,Damien - Plumlee,Miles - Vasquez,Greivis - Vaughn,Rashad",18.0,13.0
46,18.0,0.0,9.8,0.0,2.0,203487 - 203089 - 201564 - 203114 - 202328,"Carter-Williams,Michael - Henson,John - Mayo,O.J. - Middleton,Khris - Monroe,Greg",20.0,19.0
47,9.0,4.0,4.8,1.0,2.0,201573 - 203487 - 203953 - 203101 - 1626173,"Bayless,Jerryd - Carter-Williams,Michael - Parker,Jabari - Plumlee,Miles - Vaughn,Rashad",3.0,18.0
48,144.4,70.3,89.3,15.2,28.5,203507 - 201573 - 203487 - 203114 - 202328,"Antetokounmpo,Giannis - Bayless,Jerryd - Carter-Williams,Michael - Middleton,Khris - Monroe,Greg",197.6,209.0
49,8.0,2.0,4.7,2.0,2.0,203507 - 201573 - 203142 - 203101 - 202349,"Antetokounmpo,Giannis - Bayless,Jerryd - Copeland,Chris - Plumlee,Miles - Vasquez,Greivis",6.0,6.0
50,8.0,4.0,4.7,0.0,0.0,203898 - 203089 - 203996 - 203101 - 202349,"Ennis,Tyler - Henson,John - Inglis,Damien - Plumlee,Miles - Vasquez,Greivis",14.0,12.0
51,92.4,39.6,55.2,9.6,13.2,203507 - 203487 - 203114 - 202328 - 203948,"Antetokounmpo,Giannis - Carter-Williams,Michael - Middleton,Khris - Monroe,Greg - O'Bryant III,Johnny",108.0,123.6
52,9.0,3.0,4.6,3.0,1.0,201573 - 203142 - 203089 - 203948 - 202349,"Bayless,Jerryd - Copeland,Chris - Henson,John - O'Bryant III,Johnny - Vasquez,Greivis",7.0,6.0
53,13.0,2.0,9.2,0.0,3.0,201573 - 203089 - 201564 - 203953 - 202349,"Bayless,Jerryd - Henson,John - Mayo,O.J. - Parker,Jabari - Vasquez,Greivis",20.0,12.0
54,16.0,7.0,9.0,3.0,4.0,203507 - 203487 - 203114 - 202328 - 200779,"Antetokounmpo,Giannis - Carter-Williams,Michael - Middleton,Khris - Monroe,Greg - Novak,Steve",16.0,16.0
55,18.0,5.0,9.0,4.0,3.0,203487 - 203089 - 201564 - 203948 - 203953,"Carter-Williams,Michael - Henson,John - Mayo,O.J. - O'Bryant III,Johnny - Parker,Jabari",16.0,13.0
56,52.8,12.8,36.0,3.2,10.4,203142 - 203898 - 203948 - 203101 - 1626173,"Copeland,Chris - Ennis,Tyler - O'Bryant III,Johnny - Plumlee,Miles - Vaughn,Rashad",74.4,63.2
57,8.0,1.0,4.4,2.0,2.0,203507 - 201573 - 203089 - 201564 - 1626173,"Antetokounmpo,Giannis - Bayless,Jerryd - Henson,John - Mayo,O.J. - Vaughn,Rashad",8.0,7.0
58,10.0,0.0,4.4,2.0,1.0,203507 - 203487 - 203142 - 201564 - 203101,"Antetokounmpo,Giannis - Carter-Williams,Michael - Copeland,Chris - Mayo,O.J. - Plumlee,Miles",8.0,7.0
59,17.0,2.0,8.8,2.0,1.0,203507 - 203487 - 203114 - 203948 - 203101,"Antetokounmpo,Giannis - Carter-Williams,Michael - Middleton,Khris - O'Bryant III,Johnny - Plumlee,Miles",25.0,14.0
60,29.2,8.0,17.6,4.0,4.0,203507 - 203089 - 201564 - 203114 - 203953,"Antetokounmpo,Giannis - Henson,John - Mayo,O.J. - Middleton,Khris - Parker,Jabari",37.2,33.2
61,26.0,9.2,17.6,4.0,5.2,201573 - 203487 - 203089 - 201564 - 203953,"Bayless,Jerryd - Carter-Williams,Michael - Henson,John - Mayo,O.J. - Parker,Jabari",32.0,34.0
62,20.0,7.0,8.8,5.0,1.0,201573 - 203898 - 202328 - 203953 - 1626173,"Bayless,Jerryd - Ennis,Tyler - Monroe,Greg - Parker,Jabari - Vaughn,Rashad",24.0,26.0
63,7.0,2.0,4.4,0.0,0.0,201573 - 201564 - 203114 - 203948 - 203101,"Bayless,Jerryd - Mayo,O.J. - Middleton,Khris - O'Bryant III,Johnny - Plumlee,Miles",11.0,10.0
64,10.0,0.0,4.4,2.0,2.0,203898 - 203089 - 203101 - 202349 - 1626173,"Ennis,Tyler - Henson,John - Plumlee,Miles - Vasquez,Greivis - Vaughn,Rashad",4.0,10.0
65,91.0,24.7,55.9,10.4,19.5,203507 - 203898 - 203114 - 202328 - 203953,"Antetokounmpo,Giannis - Ennis,Tyler - Middleton,Khris - Monroe,Greg - Parker,Jabari",107.9,105.3
66,9.0,3.0,4.3,2.0,2.0,201573 - 203142 - 203089 - 201564 - 202349,"Bayless,Jerryd - Copeland,Chris - Henson,John - Mayo,O.J. - Vasquez,Greivis",11.0,13.0
67,7.0,0.0,4.3,1.0,2.0,201573 - 203142 - 203114 - 202328 - 202349,"Bayless,Jerryd - Copeland,Chris - Middleton,Khris - Monroe,Greg - Vasquez,Greivis",15.0,7.0
68,12.0,0.0,8.6,3.0,6.0,201573 - 201564 - 202328 - 203948 - 1626173,"Bayless,Jerryd - Mayo,O.J. - Monroe,Greg - O'Bryant III,Johnny - Vaughn,Rashad",13.0,6.0
69,5.0,1.0,4.3,0.0,2.0,201573 - 203114 - 202328 - 203953 - 202349,"Bayless,Jerryd - Middleton,Khris - Monroe,Greg - Parker,Jabari - Vasquez,Greivis",7.0,11.0
70,27.2,5.2,17.2,2.0,9.2,203487 - 201564 - 202328 - 203953 - 1626173,"Carter-Williams,Michael - Mayo,O.J. - Monroe,Greg - Parker,Jabari - Vaughn,Rashad",40.4,29.2
71,16.0,2.0,8.6,1.0,1.0,203898 - 203089 - 203996 - 203948 - 1626173,"Ennis,Tyler - Henson,John - Inglis,Damien - O'Bryant III,Johnny - Vaughn,Rashad",16.0,12.0
72,9.0,0.0,4.2,1.0,0.0,203507 - 201573 - 203487 - 203089 - 1626173,"Antetokounmpo,Giannis - Bayless,Jerryd - Carter-Williams,Michael - Henson,John - Vaughn,Rashad",1.0,11.0
73,18.0,6.0,8.4,4.0,2.0,203507 - 201573 - 203898 - 203114 - 203101,"Antetokounmpo,Giannis - Bayless,Jerryd - Ennis,Tyler - Middleton,Khris - Plumlee,Miles",11.0,24.0
74,5.0,2.0,4.2,1.0,1.0,203507 - 203487 - 203948 - 203101 - 1626173,"Antetokounmpo,Giannis - Carter-Williams,Michael - O'Bryant III,Johnny - Plumlee,Miles - Vaughn,Rashad",9.0,10.0
75,5.0,0.0,4.2,0.0,4.0,203507 - 201564 - 203953 - 203101 - 1626173,"Antetokounmpo,Giannis - Mayo,O.J. - Parker,Jabari - Plumlee,Miles - Vaughn,Rashad",9.0,4.0
76,18.0,2.0,8.4,4.0,2.0,203487 - 203089 - 203114 - 203948 - 1626173,"Carter-Williams,Michael - Henson,John - Middleton,Khris - O'Bryant III,Johnny - Vaughn,Rashad",10.0,14.0
77,24.0,10.0,16.4,2.0,7.2,203507 - 201573 - 203898 - 203114 - 202328,"Antetokounmpo,Giannis - Bayless,Jerryd - Ennis,Tyler - Middleton,Khris - Monroe,Greg",35.2,35.2
78,134.9,36.1,77.9,13.3,20.9,203487 - 201564 - 203114 - 202328 - 203953,"Carter-Williams,Michael - Mayo,O.J. - Middleton,Khris - Monroe,Greg - Parker,Jabari",153.9,157.7
79,4.0,3.0,4.1,0.0,2.0,203487 - 202328 - 200779 - 203953 - 1626173,"Carter-Williams,Michael - Monroe,Greg - Novak,Steve - Parker,Jabari - Vaughn,Rashad",7.0,10.0
80,6.0,0.0,4.0,0.0,1.0,203507 - 201573 - 201564 - 203101 - 1626173,"Antetokounmpo,Giannis - Bayless,Jerryd - Mayo,O.J. - Plumlee,Miles - Vaughn,Rashad",8.0,6.0
81,17.1,9.9,12.0,2.1,2.1,203507 - 201573 - 202328 - 203948 - 202349,"Antetokounmpo,Giannis - Bayless,Jerryd - Monroe,Greg - O'Bryant III,Johnny - Vasquez,Greivis",20.1,32.1
82,17.0,2.0,8.0,5.0,2.0,203507 - 203898 - 203948 - 203101 - 1626173,"Antetokounmpo,Giannis - Ennis,Tyler - O'Bryant III,Johnny - Plumlee,Miles - Vaughn,Rashad",16.0,13.0
83,70.0,21.0,39.0,9.0,7.0,203507 - 203487 - 203089 - 201564 - 203114,"Antetokounmpo,Giannis - Carter-Williams,Michael - Henson,John - Mayo,O.J. - Middleton,Khris",82.0,95.0
84,43.2,12.0,31.2,0.8,14.4,201573 - 203487 - 203089 - 203114 - 203953,"Bayless,Jerryd - Carter-Williams,Michael - Henson,John - Middleton,Khris - Parker,Jabari",68.8,48.8
85,81.6,18.0,46.8,8.4,10.8,203487 - 203089 - 201564 - 203114 - 203953,"Carter-Williams,Michael - Henson,John - Mayo,O.J. - Middleton,Khris - Parker,Jabari",91.2,104.4
86,23.1,6.0,11.7,2.1,0.9,203487 - 201564 - 203114 - 203948 - 203101,"Carter-Williams,Michael - Mayo,O.J. - Middleton,Khris - O'Bryant III,Johnny - Plumlee,Miles",28.2,32.1
87,3.0,4.0,3.9,0.0,3.0,203898 - 202328 - 203953 - 202349 - 1626173,"Ennis,Tyler - Monroe,Greg - Parker,Jabari - Vasquez,Greivis - Vaughn,Rashad",12.0,6.0
88,100.8,38.4,60.8,14.4,22.4,203507 - 203487 - 203089 - 203114 - 203953,"Antetokounmpo,Giannis - Carter-Williams,Michael - Henson,John - Middleton,Khris - Parker,Jabari",104.0,140.8
89,15.9,6.9,11.4,3.0,3.0,203507 - 203898 - 203089 - 203114 - 203953,"Antetokounmpo,Giannis - Ennis,Tyler - Henson,John - Middleton,Khris - Parker,Jabari",16.2,14.1
90,25.2,0.0,15.2,2.0,5.2,203507 - 203898 - 203114 - 202328 - 203948,"Antetokounmpo,Giannis - Ennis,Tyler - Middleton,Khris - Monroe,Greg - O'Bryant III,Johnny",36.0,28.0
91,6.0,2.0,3.8,1.0,3.0,201573 - 203487 - 203996 - 203114 - 202328,"Bayless,Jerryd - Carter-Williams,Michael - Inglis,Damien - Middleton,Khris - Monroe,Greg",11.0,9.0
92,30.0,3.2,15.2,4.0,4.0,201573 - 203898 - 203114 - 202328 - 203953,"Bayless,Jerryd - Ennis,Tyler - Middleton,Khris - Monroe,Greg - Parker,Jabari",26.0,28.0
93,5.0,0.0,3.8,1.0,3.0,201573 - 201564 - 203114 - 203948 - 203953,"Bayless,Jerryd - Mayo,O.J. - Middleton,Khris - O'Bryant III,Johnny - Parker,Jabari",8.0,7.0
94,40.8,9.0,22.8,4.8,4.8,201573 - 203114 - 202328 - 203948 - 202349,"Bayless,Jerryd - Middleton,Khris - Monroe,Greg - O'Bryant III,Johnny - Vasquez,Greivis",42.0,54.0
95,23.1,3.0,11.4,0.0,3.9,203898 - 202328 - 203948 - 203953 - 1626173,"Ennis,Tyler - Monroe,Greg - O'Bryant III,Johnny - Parker,Jabari - Vaughn,Rashad",34.2,20.1
96,21.0,3.9,11.1,6.0,3.9,201573 - 203487 - 203114 - 203953 - 203101,"Bayless,Jerryd - Carter-Williams,Michael - Middleton,Khris - Parker,Jabari - Plumlee,Miles",27.0,21.9
97,13.0,0.0,7.4,1.0,2.0,201573 - 203089 - 201564 - 203114 - 203948,"Bayless,Jerryd - Henson,John - Mayo,O.J. - Middleton,Khris - O'Bryant III,Johnny",22.0,18.0
98,93.5,40.8,61.2,6.8,25.5,203507 - 203487 - 201564 - 203114 - 202328,"Antetokounmpo,Giannis - Carter-Williams,Michael - Mayo,O.J. - Middleton,Khris - Monroe,Greg",129.2,122.4
99,21.0,6.9,10.8,3.9,2.1,203507 - 201564 - 202328 - 203948 - 1626173,"Antetokounmpo,Giannis - Mayo,O.J. - Monroe,Greg - O'Bryant III,Johnny - Vaughn,Rashad",21.9,21.9
100,9.0,3.0,7.2,1.0,2.0,203507 - 203114 - 202328 - 203948 - 1626173,"Antetokounmpo,Giannis - Middleton,Khris - Monroe,Greg - O'Bryant III,Johnny - Vaughn,Rashad",13.0,14.0
101,8.0,0.0,3.6,2.0,1.0,201573 - 203898 - 201564 - 202328 - 203953,"Bayless,Jerryd - Ennis,Tyler - Mayo,O.J. - Monroe,Greg - Parker,Jabari",8.0,6.0
102,54.9,23.4,31.5,7.2,7.2,203507 - 201573 - 203114 - 202328 - 202349,"Antetokounmpo,Giannis - Bayless,Jerryd - Middleton,Khris - Monroe,Greg - Vasquez,Greivis",63.0,56.7
103,15.0,0.0,10.5,0.9,6.0,203507 - 203898 - 203089 - 203948 - 1626173,"Antetokounmpo,Giannis - Ennis,Tyler - Henson,John - O'Bryant III,Johnny - Vaughn,Rashad",28.8,12.9
104,10.0,4.0,7.0,2.0,2.0,201573 - 203898 - 203114 - 202328 - 203948,"Bayless,Jerryd - Ennis,Tyler - Middleton,Khris - Monroe,Greg - O'Bryant III,Johnny",11.0,12.0
105,6.0,0.0,3.4,1.0,0.0,203507 - 201573 - 203487 - 203089 - 203948,"Antetokounmpo,Giannis - Bayless,Jerryd - Carter-Williams,Michael - Henson,John - O'Bryant III,Johnny",7.0,8.0
106,7.0,3.0,3.4,1.0,0.0,203507 - 203142 - 203101 - 202349 - 1626173,"Antetokounmpo,Giannis - Copeland,Chris - Plumlee,Miles - Vasquez,Greivis - Vaughn,Rashad",4.0,10.0
107,8.0,0.0,3.4,1.0,0.0,203507 - 201564 - 203114 - 203953 - 202349,"Antetokounmpo,Giannis - Mayo,O.J. - Middleton,Khris - Parker,Jabari - Vasquez,Greivis",8.0,10.0
108,5.0,0.0,3.4,0.0,2.0,201573 - 203089 - 201564 - 203948 - 202349,"Bayless,Jerryd - Henson,John - Mayo,O.J. - O'Bryant III,Johnny - Vasquez,Greivis",8.0,5.0
109,15.0,9.0,9.9,0.0,3.0,203507 - 201573 - 203114 - 203101 - 1626173,"Antetokounmpo,Giannis - Bayless,Jerryd - Middleton,Khris - Plumlee,Miles - Vaughn,Rashad",22.8,33.9
110,5.0,4.0,3.3,1.0,1.0,203507 - 203099 - 203114 - 202328 - 203953,"Antetokounmpo,Giannis - Cunningham,Jared - Middleton,Khris - Monroe,Greg - Parker,Jabari",4.0,5.0
111,6.0,2.0,3.3,2.0,2.0,203507 - 203089 - 203114 - 203101 - 202349,"Antetokounmpo,Giannis - Henson,John - Middleton,Khris - Plumlee,Miles - Vasquez,Greivis",8.0,5.0
112,4.0,4.0,3.3,1.0,1.0,201573 - 203487 - 203114 - 202328 - 202349,"Bayless,Jerryd - Carter-Williams,Michael - Middleton,Khris - Monroe,Greg - Vasquez,Greivis",5.0,7.0
113,17.1,6.0,9.9,3.0,3.0,201573 - 203487 - 202328 - 203953 - 1626173,"Bayless,Jerryd - Carter-Williams,Michael - Monroe,Greg - Parker,Jabari - Vaughn,Rashad",24.0,21.9
114,6.0,0.0,3.3,0.0,0.0,201573 - 203142 - 201564 - 202328 - 202349,"Bayless,Jerryd - Copeland,Chris - Mayo,O.J. - Monroe,Greg - Vasquez,Greivis",9.0,12.0
115,31.0,6.0,16.5,5.0,5.0,201573 - 203089 - 203114 - 203948 - 202349,"Bayless,Jerryd - Henson,John - Middleton,Khris - O'Bryant III,Johnny - Vasquez,Greivis",27.0,35.0
116,3.0,4.0,3.2,0.0,0.0,203507 - 201573 - 201564 - 203953 - 202349,"Antetokounmpo,Giannis - Bayless,Jerryd - Mayo,O.J. - Parker,Jabari - Vasquez,Greivis",6.0,7.0
117,6.0,0.0,3.2,1.0,2.0,203507 - 203089 - 203101 - 202349 - 1626173,"Antetokounmpo,Giannis - Henson,John - Plumlee,Miles - Vasquez,Greivis - Vaughn,Rashad",12.0,6.0
118,12.0,4.0,6.4,3.0,1.0,201573 - 203089 - 203948 - 202349 - 1626173,"Bayless,Jerryd - Henson,John - O'Bryant III,Johnny - Vasquez,Greivis - Vaughn,Rashad",14.0,21.0
119,6.0,2.0,3.2,2.0,2.0,203089 - 203114 - 203953 - 203101 - 202349,"Henson,John - Middleton,Khris - Parker,Jabari - Plumlee,Miles - Vasquez,Greivis",4.0,7.0
120,5.0,0.0,3.1,0.0,1.0,203507 - 201573 - 203487 - 203101 - 202349,"Antetokounmpo,Giannis - Bayless,Jerryd - Carter-Williams,Michael - Plumlee,Miles - Vasquez,Greivis",2.0,2.0
121,14.0,1.0,6.2,3.0,2.0,203507 - 201573 - 203089 - 201564 - 203948,"Antetokounmpo,Giannis - Bayless,Jerryd - Henson,John - Mayo,O.J. - O'Bryant III,Johnny",14.0,14.0
122,12.0,9.9,9.3,0.0,2.1,203507 - 203898 - 203089 - 203114 - 203101,"Antetokounmpo,Giannis - Ennis,Tyler - Henson,John - Middleton,Khris - Plumlee,Miles",18.0,23.1
123,7.0,2.0,3.1,2.0,0.0,203507 - 203089 - 202328 - 203953 - 1626173,"Antetokounmpo,Giannis - Henson,John - Monroe,Greg - Parker,Jabari - Vaughn,Rashad",14.0,5.0
124,7.0,0.0,3.1,1.0,1.0,203487 - 203898 - 202328 - 203948 - 1626173,"Carter-Williams,Michael - Ennis,Tyler - Monroe,Greg - O'Bryant III,Johnny - Vaughn,Rashad",9.0,4.0
125,5.0,4.0,3.1,0.0,0.0,203487 - 203114 - 202328 - 203948 - 202349,"Carter-Williams,Michael - Middleton,Khris - Monroe,Greg - O'Bryant III,Johnny - Vasquez,Greivis",8.0,5.0
126,3.0,2.0,3.1,0.0,1.0,203142 - 203898 - 203089 - 201564 - 203948,"Copeland,Chris - Ennis,Tyler - Henson,John - Mayo,O.J. - O'Bryant III,Johnny",7.0,5.0
127,14.1,5.1,9.0,0.9,5.1,203507 - 201573 - 203487 - 203114 - 203101,"Antetokounmpo,Giannis - Bayless,Jerryd - Carter-Williams,Michael - Middleton,Khris - Plumlee,Miles",15.9,12.9
128,31.2,13.2,18.0,7.8,7.2,203507 - 201573 - 203487 - 202328 - 203953,"Antetokounmpo,Giannis - Bayless,Jerryd - Carter-Williams,Michael - Monroe,Greg - Parker,Jabari",36.0,31.2
129,8.0,0.0,3.0,2.0,1.0,203507 - 201573 - 203487 - 203953 - 203101,"Antetokounmpo,Giannis - Bayless,Jerryd - Carter-Williams,Michael - Parker,Jabari - Plumlee,Miles",7.0,7.0
